Filename,Category,Input_Text,Abstractive_Reference_Summary,Extractive_Reference_Summary
resume_16.txt,Skill,"প্রোগ্রামিং ভাষা: Dart, Java । ফ্রেমওয়ার্ক: Flutter, Firebase । টুলস: Git, Android Studio, VS Code । API ইন্টিগ্রেশন (REST)","ডার্ট ও জাভা প্রোগ্রামিং ভাষায় পারদর্শী, এবং ফ্লাটার ও ফায়ারবেস ফ্রেমওয়ার্ক ব্যবহার করে মোবাইল অ্যাপ্লিকেশন উন্নয়নে দক্ষ। গিট, অ্যান্ড্রয়েড স্টুডিও ও ভিএস কোডের মতো টুলস ব্যবহার করে কোড ব্যবস্থাপনা ও ডিবাগিংে অভিজ্ঞ। এছাড়া REST API ইন্টিগ্রেশন করে ব্যাকএন্ড সেবা সংযোগে দক্ষতা রয়েছে।","প্রোগ্রামিং ভাষা: Dart, Java, ফ্রেমওয়ার্ক: Flutter, Firebase, টুলস: Git, Android Studio, VS Code, API ইন্টিগ্রেশন (REST)"
resume_17.txt,Objective,ল্যাবরেটরি টেস্ট ও গবেষণা সংক্রান্ত ডেটা বিশ্লেষণের মাধ্যমে জনস্বাস্থ্য ও কোয়ালিটি কন্ট্রোল প্রক্রিয়া উন্নয়নে গুরুত্বপূর্ণ ভূমিকা রাখতে আগ্রহী,"ল্যাবরেটরি টেস্ট ও গবেষণার ডেটা বিশ্লেষণে দক্ষতা ব্যবহার করে জনস্বাস্থ্যের উন্নতি করতে ইচ্ছুক। এছাড়া, কোয়ালিটি কন্ট্রোল প্রক্রিয়ার উন্নয়নে সক্রিয় ভূমিকা পালন করতে চান।",ল্যাবরেটরি টেস্ট ও গবেষণা সংক্রান্ত ডেটা বিশ্লেষণের মাধ্যমে জনস্বাস্থ্য ও কোয়ালিটি কন্ট্রোল প্রক্রিয়া উন্নয়নে গুরুত্বপূর্ণ ভূমিকা রাখতে আগ্রহী
resume_17.txt,Experience,"ডেটা বিশ্লেষক (ল্যাবরেটরি সায়েন্স) | । প্রিমিয়ার ডায়াগনস্টিক সেন্টার | । আগস্ট ২০১৯ - বর্তমান । এক্সেল ও এসপিএসএস ব্যবহার করে রক্ত, মূত্র এবং অন্যান্য নমুনার মাইক্রোবায়োলজিক্যাল টেস্টের ডেটা সংগ্রহ ও অ্যানালাইসিস করেছি । ব্যাকটেরিয়া কালচার ও অ্যান্টিবায়োটিক সেনসিটিভিটি টেস্টিংয়ের ডেটা ট্র্যাক করে রেজিস্ট্যান্স প্যাটার্ন অ্যানালাইসিস রিপোর্ট তৈরি করেছি । পাওয়ার বিআই-তে ড্যাশবোর্ড তৈরি করে ল্যাবরেটরি টেস্টের ফলাফল ও ইকুইপমেন্ট পারফরম্যান্স মনিটর করেছি । রিসার্চ অ্যাসিসটেন্ট | । ইনস্টিটিউট অফ পাবলিক হেলথ | । ফেব্রুয়ারি ২০১৮ - জুলাই ২০১৯ । পানির নমুনায় দূষণকারী অনুজীব শনাক্তকরণ সংক্রান্ত গবেষণার ডেটা সংগ্রহ ও প্রাথমিক বিশ্লেষণ করেছি","প্রিমিয়ার ডায়াগনস্টিক সেন্টারে ডেটা বিশ্লেষক হিসেবে এক্সেল ও এসপিএসএস ব্যবহার করে রক্ত, মূত্র ইত্যাদি নমুনার মাইক্রোবায়োলজিক্যাল টেস্টের ডেটা সংগ্রহ, রেজিস্ট্যান্স প্যাটার্ন বিশ্লেষণ এবং পাওয়ার বিআই‑তে ড্যাশবোর্ড তৈরি করে টেস্ট ফলাফল ও যন্ত্রের পারফরম্যান্স পর্যবেক্ষণ করেছেন। পূর্বে ইনস্টিটিউট অফ পাবলিক হেলথে রিসার্চ অ্যাসিসটেন্ট হিসেবে পানির নমুনায় দূষণকারী অনুজীব শনাক্তকরণ সংক্রান্ত গবেষণার ডেটা সংগ্রহ ও প্রাথমিক বিশ্লেষণ পরিচালনা করেছেন।","এক্সেল ও এসপিএসএস ব্যবহার করে রক্ত, মূত্র এবং অন্যান্য নমুনার মাইক্রোবায়োলজিক্যাল টেস্টের ডেটা সংগ্রহ ও অ্যানালাইসিস করেছি | ব্যাকটেরিয়া কালচার ও অ্যান্টিবায়োটিক সেনসিটিভিটি টেস্টিংয়ের ডেটা ট্র্যাক করে রেজিস্ট্যান্স প্যাটার্ন অ্যানালাইসিস রিপোর্ট তৈরি করেছি"
resume_17.txt,Education,এম.এসসি. ইন মাইক্রোবায়োলজি । ঢাকা বিশ্ববিদ্যালয় । সিজিপিএ: ৩.৭০/৪.০০ (২০১৬-২০১৭) । বি.এসসি. ইন মাইক্রোবায়োলজি । জাহাঙ্গীরনগর বিশ্ববিদ্যালয় । সিজিপিএ: ৩.৪০/৪.০০ (২০১২-২০১৬),"প্রার্থী ঢাকা বিশ্ববিদ্যালয় থেকে মাইক্রোবায়োলজিতে এম.এসসি. সম্পন্ন করেছেন, জিপিএ ৩.৭০/৪.০০ (২০১৬‑২০১৭)। পূর্বে তিনি জাহাঙ্গীরনগর বিশ্ববিদ্যালয় থেকে মাইক্রোবায়োলজিতে বি.এসসি. অর্জন করেন, জিপিএ ৩.৪০/৪.০০ (২০১২‑২০১৬)। উভয় ডিগ্রিতে ধারাবাহিকভাবে উচ্চ শৈক্ষিক ফলাফল বজায় রেখেছেন।",জাহাঙ্গীরনগর বিশ্ববিদ্যালয়
resume_17.txt,Skill,"ডেটা অ্যানালাইসিস: এক্সেল, এসপিএসএস, এসকিউএল (বেসিক) । ডেটা ভিজুয়ালাইজেশন: পাওয়ার বিআই । মাইক্রোবায়োলজিক্যাল অ্যাসেস ডেটা ম্যানেজমেন্ট । ল্যাবরেটরি টেকনিক ও গুড ল্যাবরেটরি প্র্যাকটিস (GLP) । রিসার্চ মেথডোলজি","ডেটা বিশ্লেষণে এক্সেল, এসপিএসএস এবং বেসিক এসকিউএল ব্যবহার করে দক্ষতা রয়েছে, পাশাপাশি পাওয়ার বিআই দিয়ে ডেটা ভিজুয়ালাইজেশন করতে পারদর্শী। মাইক্রোবায়োলজিক্যাল অ্যাসেস ডেটা ম্যানেজমেন্ট, ল্যাবরেটরি টেকনিক এবং গুড ল্যাবরেটরি প্র্যাকটিস (GLP) অনুসরণে অভিজ্ঞতা রয়েছে। গবেষণা পদ্ধতিতে দৃঢ় ধারণা ও প্রয়োগ ক্ষমতা রয়েছে।","ডেটা অ্যানালাইসিস: এক্সেল, এসপিএসএস, এসকিউএল (বেসিক), ডেটা ভিজুয়ালাইজেশন: পাওয়ার বিআই, মাইক্রোবায়োলজিক্যাল অ্যাসেস ডেটা ম্যানেজমেন্ট, ল্যাবরেটরি টেকনিক ও গুড ল্যাবরেটরি প্র্যাকটিস (GLP), রিসার্চ মেথডোলজি"
resume_18.txt,Objective,নিরাপত্তা সংক্রান্ত লগ ডেটা বিশ্লেষণ ও থ্রেট ইন্টেলিজেন্সের মাধ্যমে প্রতিষ্ঠানের সাইবার নিরাপত্তা ব্যবস্থা শক্তিশালী করতে গুরুত্বপূর্ণ ভূমিকা রাখতে আগ্রহী,লগ ডেটা বিশ্লেষণ ও থ্রেট ইন্টেলিজেন্সের মাধ্যমে সাইবার নিরাপত্তা ব্যবস্থা শক্তিশালী করতে ইচ্ছুক। প্রতিষ্ঠানের নিরাপত্তা উন্নয়নে সক্রিয়ভাবে অবদান রাখতে আগ্রহী।,নিরাপত্তা সংক্রান্ত লগ ডেটা বিশ্লেষণ ও থ্রেট ইন্টেলিজেন্সের মাধ্যমে প্রতিষ্ঠানের সাইবার নিরাপত্তা ব্যবস্থা শক্তিশালী করতে গুরুত্বপূর্ণ ভূমিকা রাখতে আগ্রহী
resume_18.txt,Experience,ডেটা বিশ্লেষক (সিকিউরিটি অ্যানালিটিক্স) | । সাইবার ডিফেন্ডারস লিমিটেড | । জুন ২০২০ - বর্তমান । এক্সেল ও এসকিউএল ব্যবহার করে SIEM টুলস থেকে সংগৃহীত নেটওয়ার্ক সিকিউরিটি লগ ডেটা সংগ্রহ ও অ্যানালাইসিস করেছি । ভালনারেবিলিটি স্ক্যানিং ও পেনিট্রেশন টেস্টিংয়ের ডেটা ট্র্যাক করে রিপোর্ট তৈরি করেছি । পাওয়ার বিআই-তে ড্যাশবোর্ড তৈরি করে সিকিউরিটি ইন্সিডেন্ট ও অ্যানোমালি মনিটর করেছি । নেটওয়ার্ক সিকিউরিটি ইন্টার্ন | । ডাটা সিকিউরিটি ফার্ম | । জানুয়ারি ২০২০ - মে ২০২০ । ফায়ারওয়াল লগ ডেটা সংগ্রহ ও প্রাথমিক বিশ্লেষণ করেছি,"ডেটা বিশ্লেষক হিসেবে সাইবার ডিফেন্ডারস লিমিটেডে জুন ২০২০ থেকে বর্তমান পর্যন্ত এক্সেল, এসকিউএল এবং পাওয়ার বিআই ব্যবহার করে SIEM টুলের নেটওয়ার্ক সিকিউরিটি লগ সংগ্রহ, বিশ্লেষণ এবং ড্যাশবোর্ড তৈরি করে ইন্সিডেন্ট ও অ্যানোমালি মনিটর করা হয়েছে। এছাড়া ভালনারেবিলিটি স্ক্যানিং ও পেনিট্রেশন টেস্টিং ডেটা ট্র্যাক করে রিপোর্ট প্রস্তুত করা এবং পূর্বে ডাটা সিকিউরিটি ফার্মে ফায়ারওয়াল লগের প্রাথমিক বিশ্লেষণ করার অভিজ্ঞতা রয়েছে।",এক্সেল ও এসকিউএল ব্যবহার করে SIEM টুলস থেকে সংগৃহীত নেটওয়ার্ক সিকিউরিটি লগ ডেটা সংগ্রহ ও অ্যানালাইসিস করেছি | ভালনারেবিলিটি স্ক্যানিং ও পেনিট্রেশন টেস্টিংয়ের ডেটা ট্র্যাক করে রিপোর্ট তৈরি করেছি
resume_18.txt,Education,বি.এসসি. ইন কম্পিউটার সায়েন্স অ্যান্ড ইঞ্জিনিয়ারিং । নর্থ সাউথ ইউনিভার্সিটি । সিজিপিএ: ৩.৬০/৪.০০ (২০১৬-২০২০),নর্থ সাউথ ইউনিভার্সিটি থেকে কম্পিউটার সায়েন্স অ্যান্ড ইঞ্জিনিয়ারিং-এ বি.এসসি. সম্পন্ন করেছেন। ২০১৬ থেকে ২০২০ পর্যন্ত পড়াশোনার সময় মোট জিপিএ ৩.৬০ (৪.০০ এর মধ্যে) অর্জন করেছেন।,বিএসসি ইন কম্পিউটার সায়েন্স অ্যান্ড ইঞ্জিনিয়ারিং
resume_18.txt,Skill,"ডেটা অ্যানালাইসিস: এক্সেল, এসকিউএল (বেসিক) । ডেটা ভিজুয়ালাইজেশন: পাওয়ার বিআই । সিকিউরিটি লগ অ্যানালাইসিস (SIEM টুলস - Splunk) । থ্রেট হান্টিং ও ভালনারেবিলিটি ম্যানেজমেন্ট । টুলস: Wireshark, Nessus (বেসিক)","এক্সেল ও মৌলিক এসকিউএল ব্যবহার করে ডেটা বিশ্লেষণ এবং পাওয়ার বিআই দিয়ে ভিজুয়ালাইজেশন করা যায়। সিকিউরিটি লগ বিশ্লেষণে Splunk (SIEM) এবং Wireshark, Nessus (বেসিক) টুলস ব্যবহার করে থ্রেট হান্টিং ও দুর্বলতা ব্যবস্থাপনা করা সম্ভব।","ডেটা অ্যানালাইসিস: এক্সেল, এসকিউএল (বেসিক), ডেটা ভিজুয়ালাইজেশন: পাওয়ার বিআই, সিকিউরিটি লগ অ্যানালাইসিস (SIEM টুলস - Splunk), থ্রেট হান্টিং ও ভালনারেবিলিটি ম্যানেজমেন্ট, টুলস: Wireshark, Nessus (বেসিক)"
resume_19.txt,Objective,ফ্যাশন ডিজাইন ও ট্রেন্ড অ্যানালিসিসের জন্য ডিজিটাল টুল এবং অটোমেশন সলিউশন ডেভেলপমেন্টের মাধ্যমে ফ্যাশন ইন্ডাস্ট্রির ডিজিটাল রূপান্তরে গুরুত্বপূর্ণ ভূমিকা রাখতে আগ্রহী,ফ্যাশন ডিজাইন ও ট্রেন্ড বিশ্লেষণে ডিজিটাল টুল এবং অটোমেশন সমাধান তৈরি করতে ইচ্ছুক। এই মাধ্যমে ফ্যাশন শিল্পের ডিজিটাল রূপান্তরে সক্রিয় ভূমিকা পালন করতে চান।,ফ্যাশন ডিজাইন ও ট্রেন্ড অ্যানালিসিসের জন্য ডিজিটাল টুল এবং অটোমেশন সলিউশন ডেভেলপমেন্টের মাধ্যমে ফ্যাশন ইন্ডাস্ট্রির ডিজিটাল রূপান্তরে গুরুত্বপূর্ণ ভূমিকা রাখতে আগ্রহী
resume_19.txt,Experience,"সফটওয়্যার ইঞ্জিনিয়ার (ফ্যাশন টেক) | । ট্রেন্ডসেটারস টেকনোলজিস | । নভেম্বর ২০১৯ - বর্তমান । পাইথন ও জ্যাঙ্গো ফ্রেমওয়ার্ক ব্যবহার করে ফ্যাশন ডিজাইন অ্যাসেট ম্যানেজমেন্ট সিস্টেম ডেভেলপ করেছি যা ডিজাইন, ফ্যাব্রিক ও প্রোডাকশন ডেটা সংরক্ষণ ও ট্র্যাক করতে সক্ষম । রিঅ্যাক্ট জেএস ব্যবহার করে ফ্রন্টএন্ড ড্যাশবোর্ড তৈরি করেছি যেখানে ডিজাইনাররা স্কেচ ও গার্মেন্টস ডিজাইনের ভার্সন দেখতে পারেন । পোস্টগ্রেএসকিউএল ডেটাবেজ ডিজাইন করেছি ফ্যাশন ট্রেন্ড ও কালেকশন ডেটা সংরক্ষণের জন্য । ফিগমা ডিজাইন থেকে ডিজাইন কম্পোনেন্ট কোডে ইমপ্লিমেন্ট করেছি । জুনিয়র সফটওয়্যার ডেভেলপার | । আরা টেক স্টুডিও | । জুলাই ২০১৭ - অক্টোবর ২০১৯ । ফ্যাশন ডিজাইনের জন্য ডিজিটাল অ্যাসেট ম্যানেজমেন্ট টুল ডেভেলপমেন্টে সহায়তা করেছি । ডিজাইন রিসার্চ ও স্যাম্পল ডেভেলপমেন্ট ডেটা ট্র্যাকিং মডিউল ডেভেলপ করেছি । গিট ব্যবহার করে ভার্সন কন্ট্রোল এবং টিমের সাথে কোড রিভিউ প্রক্রিয়ায় অংশগ্রহণ করেছি","ফ্যাশন টেকে সফটওয়্যার ইঞ্জিনিয়ার হিসেবে ২০১৯ থেকে পাইথন, জ্যাঙ্গো, রিঅ্যাক্ট জেএস এবং পোস্টগ্রেসকিউএল ব্যবহার করে ডিজাইন ও প্রোডাকশন ডেটা পরিচালনার সম্পূর্ণ সিস্টেম ও ড্যাশবোর্ড তৈরি করেছেন। পূর্বে আরা টেক স্টুডিওতে জুনিয়র ডেভেলপার হিসেবে ডিজিটাল অ্যাসেট ম্যানেজমেন্ট টুল ও ট্র্যাকিং মডিউল উন্নয়নে সহায়তা করে গিট‑ভিত্তিক ভার্সন কন্ট্রোল ও কোড রিভিউ প্রক্রিয়ায় অংশগ্রহণ করেছেন।","পাইথন ও জ্যাঙ্গো ফ্রেমওয়ার্ক ব্যবহার করে ফ্যাশন ডিজাইন অ্যাসেট ম্যানেজমেন্ট সিস্টেম ডেভেলপ করেছি যা ডিজাইন, ফ্যাব্রিক ও প্রোডাকশন ডেটা সংরক্ষণ ও ট্র্যাক করতে সক্ষম | রিঅ্যাক্ট জেএস ব্যবহার করে ফ্রন্টএন্ড ড্যাশবোর্ড তৈরি করেছি যেখানে ডিজাইনাররা স্কেচ ও গার্মেন্টস ডিজাইনের ভার্সন দেখতে পারেন"
resume_19.txt,Education,বিএফএ (ফ্যাশন ডিজাইন) । শান্তা-মারিয়াম ইউনিভার্সিটি অফ ক্রিয়েটিভ টেকনোলজি । সিজিপিএ: ৩.৪৮/৪.০০ (২০১৩-২০১৭) । পেশাদার সার্টিফিকেট ইন সফটওয়্যার ডেভেলপমেন্ট । সৃজনশীল আইটি ইনস্টিটিউট (২০২২),"শান্তা-মারিয়াম ইউনিভার্সিটি অফ ক্রিয়েটিভ টেকনোলজি থেকে ২০১৩‑২০১৭ সালে বিএফএ (ফ্যাশন ডিজাইন) ডিগ্রি সম্পন্ন করে ৪.০০ স্কেলে ৩.৪৮ জিপিএ অর্জন করেছেন। এছাড়া, ২০২২ সালে সৃজনশীল আইটি ইনস্টিটিউট থেকে সফটওয়্যার ডেভেলপমেন্টে পেশাদার সার্টিফিকেট অর্জন করেছেন।",শান্তা-মারিয়াম ইউনিভার্সিটি অফ ক্রিয়েটিভ টেকনোলজি
resume_19.txt,Skill,"ফ্রন্টএন্ড ডেভেলপমেন্ট: জাভাস্ক্রিপ্ট, রিঅ্যাক্ট জেএস । ব্যাকএন্ড ডেভেলপমেন্ট: পাইথন, জ্যাঙ্গো । ডেটাবেজ: পোস্টগ্রেএসকিউএল । ডিজাইন সফ্টওয়্যার: Adobe Illustrator, Photoshop, Figma । ফ্যাশন ট্রেন্ড অ্যানালিসিস ও টেক্সটাইল নলেজ । গিট ও ভার্সন কন্ট্রোল","ফ্রন্টএন্ডে জাভাস্ক্রিপ্ট ও রিঅ্যাক্ট জেএস, ব্যাকএন্ডে পাইথন ও জ্যাঙ্গো ব্যবহার করে পূর্ণ স্ট্যাক ডেভেলপমেন্টে দক্ষ। পোস্টগ্রেসকিউএল ডেটাবেজ, গিট ভার্সন কন্ট্রোল এবং Adobe Illustrator, Photoshop, Figma সহ ডিজাইন টুলে পারদর্শী, পাশাপাশি ফ্যাশন ট্রেন্ড বিশ্লেষণ ও টেক্সটাইল জ্ঞান রয়েছে।","ফ্রন্টএন্ড ডেভেলপমেন্ট: জাভাস্ক্রিপ্ট, রিঅ্যাক্ট জেএস, ব্যাকএন্ড ডেভেলপমেন্ট: পাইথন, জ্যাঙ্গো, ডেটাবেজ: পোস্টগ্রেএসকিউএল, ডিজাইন সফ্টওয়্যার: Adobe Illustrator, Photoshop, Figma, ফ্যাশন ট্রেন্ড অ্যানালিসিস ও টেক্সটাইল নলেজ, গিট ও ভার্সন কন্ট্রোল"
resume_2.txt,Objective,বড় ডেটাসেট প্রসেসিং এবং স্কেলেবল ডেটা পাইপলাইন নির্মাণের মাধ্যমে প্রতিষ্ঠানের সিদ্ধান্ত গ্রহণ প্রক্রিয়ায় কার্যকর ভূমিকা রাখতে ইচ্ছুক,বৃহৎ ডেটাসেট প্রক্রিয়াকরণ ও স্কেলযোগ্য ডেটা পাইপলাইন গড়ে তোলার মাধ্যমে প্রতিষ্ঠানের সিদ্ধান্ত গ্রহণে সক্রিয়ভাবে অবদান রাখতে চাই। ডেটা-চালিত বিশ্লেষণকে শক্তিশালী করে ব্যবসায়িক কার্যক্রমের কার্যকারিতা ও দক্ষতা বৃদ্ধি করা আমার মূল লক্ষ্য।,বড় ডেটাসেট প্রসেসিং এবং স্কেলেবল ডেটা পাইপলাইন নির্মাণের মাধ্যমে প্রতিষ্ঠানের সিদ্ধান্ত গ্রহণ প্রক্রিয়ায় কার্যকর ভূমিকা রাখতে ইচ্ছুক
resume_2.txt,Experience,"ডেটা ইঞ্জিনিয়ার | । টেকসোল লিমিটেড | । মার্চ ২০১৯ - বর্তমান । ইটিএল (Extract, Transform, Load) পাইপলাইন ডিজাইন ও বাস্তবায়ন করেছি, যার মাধ্যমে ডেটা প্রসেসিং সময় ৫০% হ্রাস পেয়েছে । অ্যাপাচি স্পার্ক এবং পাইথন ব্যবহার করে বড় ডেটাসেটের রিয়েল-টাইম বিশ্লেষণ নিশ্চিত করেছি । এসকিউএল এবং নোএসকিউএল ডেটাবেজ (PostgreSQL, MongoDB) পরিচালনা ও কোয়েরি অপটিমাইজ করেছি । ডেটা ওয়্যারহাউজ (Snowflake) এবং ডেটা লেক সমাধান বাস্তবায়নে অবদান রেখেছি । জুনিয়র ডেটা বিশ্লেষক । | ব্রেইন স্টেশন লিমিটেড । | জানুয়ারি ২০১৬ - ফেব্রুয়ারি ২০১৯ । এক্সেল এবং পাইথনের মাধ্যমে বিপণন সংক্রান্ত ডেটা ক্লিনিং, ম্যানিপুলেশন এবং অ্যানালাইসিস করেছি । পাওয়ার বিআই-এর মাধ্যমে ড্যাশবোর্ড তৈরি করে স্টেকহোল্ডারদের কাছে ডেটা-চালিত অন্তর্দৃষ্টি উপস্থাপন করেছি । বিভিন্ন সোর্স থেকে ডেটা ইন্টিগ্রেশন এবং রিপোর্টিং অটোমেশন নিশ্চিত করেছি","টেকসোল লিমিটেডে ডেটা ইঞ্জিনিয়ার হিসেবে ইটিএল পাইপলাইন ডিজাইন ও বাস্তবায়ন করে ডেটা প্রসেসিং সময় অর্ধেক কমিয়ে আনা, অ্যাপাচি স্পার্ক ও পাইথন দিয়ে রিয়েল‑টাইম বিশ্লেষণ নিশ্চিত করা এবং PostgreSQL, MongoDB, Snowflake ইত্যাদি ডেটাবেজ ও ডেটা লেক সমাধান পরিচালনা করা হয়েছে। পূর্বে ব্রেইন স্টেশন লিমিটেডে জুনিয়র ডেটা বিশ্লেষক হিসেবে এক্সেল ও পাইথন দিয়ে ডেটা ক্লিনিং ও বিশ্লেষণ, পাওয়ার বিআই ড্যাশবোর্ড তৈরি এবং ডেটা ইন্টিগ্রেশন ও রিপোর্টিং অটোমেশন করে স্টেকহোল্ডারদের ডেটা‑চালিত অন্তর্দৃষ্টি প্রদান করা হয়েছে।","ইটিএল (Extract, Transform, Load) পাইপলাইন ডিজাইন ও বাস্তবায়ন করেছি, যার মাধ্যমে ডেটা প্রসেসিং সময় ৫০% হ্রাস পেয়েছে | পাওয়ার বিআই-এর মাধ্যমে ড্যাশবোর্ড তৈরি করে স্টেকহোল্ডারদের কাছে ডেটা-চালিত অন্তর্দৃষ্টি উপস্থাপন করেছি"
resume_2.txt,Education,এম.এসসি ইন কম্পিউটার সায়েন্স (ডেটা সায়েন্স) । বাংলাদেশ প্রকৌশল বিশ্ববিদ্যালয় (বুয়েট) । সিজিপিএ: ৩.৮০/৪.০০ (২০১৭-২০১৯) । বি.এসসি ইন কম্পিউটার সায়েন্স অ্যান্ড ইঞ্জিনিয়ারিং । মিলিটারি ইনস্টিটিউট অব সায়েন্স অ্যান্ড টেকনোলজি (মিস্ট) । সিজিপিএ: ৩.৬৫/৪.০০ (২০১২-২০১৬),প্রার্থী ২০১২ থেকে ২০১৬ পর্যন্ত মিলিটারি ইনস্টিটিউট অব সায়েন্স অ্যান্ড টেকনোলটি থেকে কম্পিউটার সায়েন্স অ্যান্ড ইঞ্জিনিয়ারিং-এ বি.এসসি (সিজিপিএ ৩.৬৫) সম্পন্ন করেছেন এবং ২০১৭ থেকে ২০১৯ পর্যন্ত বাংলাদেশ প্রকৌশল বিশ্ববিদ্যালয় থেকে ডেটা সায়েন্সে এম.এসসি (সিজিপিএ ৩.৮০) অর্জন করেছেন।,মিলিটারি ইনস্টিটিউট অব সায়েন্স অ্যান্ড টেকনোলজি (মিস্ট)
resume_2.txt,Skill,"প্রোগ্রামিং: পাইথন, সাইথন, এসকিউএল, বাশ । বিগ ডেটা টুলস: অ্যাপাচি স্পার্ক, হাডুপ, কাফকা । ডেটাবেজ: PostgreSQL, MongoDB, Cassandra । ডেটা ভিজুয়ালাইজেশন: পাওয়ার বিআই, টেবলু । ক্লাউড প্ল্যাটফর্ম: অ্যামাজন ওয়েব সার্ভিসেস (AWS) - S3, Redshift, Glue । ইটিএল অর্কেস্ট্রেশন: Apache Airflow","প্রার্থী পাইথন, সাইথন, এসকিউএল ও বাশ সহ বিভিন্ন প্রোগ্রামিং ভাষায় পারদর্শী এবং অ্যাপাচি স্পার্ক, হাডুপ, কাফকা ইত্যাদি বিগ ডেটা টুলস ব্যবহার করে ডেটা প্রক্রিয়াকরণে দক্ষ। তিনি PostgreSQL, MongoDB, Cassandra ডেটাবেজ এবং পাওয়ার বিআই, টেবলু দিয়ে ডেটা ভিজুয়ালাইজেশন করতে সক্ষম, পাশাপাশি AWS (S3, Redshift, Glue) ও Apache Airflow দিয়ে ক্লাউড ও ইটিএল অর্কেস্ট্রেশন পরিচালনা করেন।","প্রোগ্রামিং: পাইথন, সাইথন, এসকিউএল, বাশ, বিগ ডেটা টুলস: অ্যাপাচি স্পার্ক, হাডুপ, কাফকা, ডেটাবেজ: PostgreSQL, MongoDB, Cassandra, ডেটা ভিজুয়ালাইজেশন: পাওয়ার বিআই, টেবলু, ক্লাউড প্ল্যাটফর্ম: অ্যামাজন ওয়েব সার্ভিসেস (AWS) - S3, Redshift, Glue, ইটিএল অর্কেস্ট্রেশন: Apache Airflow"
resume_20.txt,Objective,লজিস্টিকস ও ইনভেন্টরি সংক্রান্ত ডেটা বিশ্লেষণের মাধ্যমে অপারেশনাল দক্ষতা ও সিদ্ধান্ত গ্রহণ প্রক্রিয়া উন্নয়নে গুরুত্বপূর্ণ ভূমিকা রাখতে আগ্রহী,"লজিস্টিকস ও ইনভেন্টরি ডেটা বিশ্লেষণের মাধ্যমে অপারেশনাল দক্ষতা বৃদ্ধি করতে ইচ্ছুক।  
ডেটা‑ভিত্তিক বিশ্লেষণ ব্যবহার করে সিদ্ধান্ত গ্রহণ প্রক্রিয়া উন্নত করার লক্ষ্য রাখে।  
এ ধরনের বিশ্লেষণমূলক কাজের মাধ্যমে সংস্থার কার্যক্ষমতা ও প্রতিযোগিতা শক্তিশালী করতে চায়।",লজিস্টিকস ও ইনভেন্টরি সংক্রান্ত ডেটা বিশ্লেষণের মাধ্যমে অপারেশনাল দক্ষতা ও সিদ্ধান্ত গ্রহণ প্রক্রিয়া উন্নয়নে গুরুত্বপূর্ণ ভূমিকা রাখতে আগ্রহী
resume_20.txt,Experience,ডেটা বিশ্লেষক (লজিস্টিকস) | । স্পিডি ডেলিভারি সার্ভিসেস | । মে ২০২০ - বর্তমান । এক্সেল ও এসকিউএল ব্যবহার করে ডোমেস্টিক ও ইন্টারন্যাশনাল শিপমেন্টের ডেটা সংগ্রহ ও অ্যানালাইসিস করেছি । ইআরপি সিস্টেম (SAP MM) থেকে ইনভেন্টরি ও ওয়্যারহাউস অপারেশনের ডেটা ট্র্যাক করে রিপোর্ট তৈরি করেছি । পাওয়ার বিআই-তে ড্যাশবোর্ড তৈরি করে শিপমেন্ট ডেলিভারি টাইম ও লজিস্টিকস কস্ট মনিটর করেছি । অপারেশনস ইন্টার্ন | । গ্লোবাল লজিস্টিকস নেটওয়ার্ক | । আগস্ট ২০১৯ - এপ্রিল ২০২০ । শিপিং ডকুমেন্টেশন ও ট্র্যাকিং সিস্টেমের ডেটা সংগ্রহ করে এক্সেলে রিপোর্ট তৈরি করেছি,"মে ২০২০ থেকে স্পিডি ডেলিভারি সার্ভিসেসে ডেটা বিশ্লেষক হিসেবে এক্সেল, এসকিউএল এবং SAP MM ব্যবহার করে শিপমেন্ট ও ইনভেন্টরি ডেটা সংগ্রহ, বিশ্লেষণ ও রিপোর্ট তৈরি করে শিপমেন্ট ডেলিভারি সময় ও লজিস্টিকস খরচ মনিটর করা হয়েছে। এছাড়া পাওয়ার বিআই-তে ড্যাশবোর্ড তৈরি করে রিয়েল‑টাইম পারফরম্যান্স ট্র্যাকিং সম্ভব করা হয়েছে। পূর্বে গ্লোবাল লজিস্টিকস নেটওয়ার্কে অপারেশনস ইন্টার্ন হিসেবে শিপিং ডকুমেন্টেশন ও ট্র্যাকিং ডেটা সংগ্রহ করে এক্সেল রিপোর্ট প্রস্তুত করার অভিজ্ঞতা রয়েছে।",এক্সেল ও এসকিউএল ব্যবহার করে ডোমেস্টিক ও ইন্টারন্যাশনাল শিপমেন্টের ডেটা সংগ্রহ ও অ্যানালাইসিস করেছি | ইআরপি সিস্টেম (SAP MM) থেকে ইনভেন্টরি ও ওয়্যারহাউস অপারেশনের ডেটা ট্র্যাক করে রিপোর্ট তৈরি করেছি
