filename,category,bt5_abs_rouge1,bt5_abs_rouge2,bt5_abs_rougeL,bt5_abs_semantic_sim,mt5_abs_rouge1,mt5_abs_rouge2,mt5_abs_rougeL,mt5_abs_semantic_sim,bt5_ext_rouge1,bt5_ext_rouge2,bt5_ext_rougeL,bt5_ext_semantic_sim,mt5_ext_rouge1,mt5_ext_rouge2,mt5_ext_rougeL,mt5_ext_semantic_sim,bt5_summary,mt5_summary,abstractive_reference,extractive_reference
resume_29.txt,Objective,0.7451,0.4898,0.6667,0.8109,0.8276,0.6786,0.8276,0.9536,0.5306,0.383,0.5306,0.5869,0.6429,0.3704,0.5714,0.4711,"ডাটা সার্ভিস ম্যানেজার হিসেবে কাজ করে সেবা মান উন্নত, গ্রাহক সন্তুষ্টি বৃদ্ধি এবং টিম ম্যানেজমেন্টের মাধ্যমে প্রতিষ্ঠানের লক্ষ্য অর্জনে অবদান রাখতে চাই।",আমি একটি প্রতিষ্ঠানে কাস্টমার সার্ভিস ম্যানেজার হিসেবে কাজ করে সেবা কোয়ালিটি উন্নত করতে এবং গ্রাহকের স্যাটিসফ্যাকশন বৃদ্ধি করতে চাই। টিম পরিচালনার মাধ্যমে প্রতিষ্ঠানের লক্ষ্য অর্জনে সক্রিয়ভাবে অবদান রাখতে ইচ্ছুক।,আমি কাস্টমার সার্ভিস ম্যানেজার হিসেবে কাজ করে সেবা মান উন্নত করতে এবং গ্রাহকের সন্তুষ্টি বৃদ্ধি করতে চাই। টিম পরিচালনা ও সমন্বয়ের মাধ্যমে প্রতিষ্ঠানের লক্ষ্য অর্জনে সক্রিয়ভাবে অবদান রাখতে ইচ্ছুক।,"একটি প্রতিষ্ঠানে কাস্টমার সার্ভিস ম্যানেজার হিসেবে দায়িত্ব পালন করা, যেখানে আমি সার্ভিস কোয়ালিটি উন্নত, কাস্টমার স্যাটিসফ্যাকশন বৃদ্ধি এবং টিম ম্যানেজমেন্টের মাধ্যমে প্রতিষ্ঠানের লক্ষ্য অর্জনে ভূমিকা রাখতে পারি"
resume_29.txt,Experience,0.4667,0.25,0.3778,0.8627,0.3784,0.3056,0.3784,0.8502,0.3279,0.2373,0.2951,0.6907,0.3556,0.2326,0.2667,0.6933,"প্রার্থী কুইক সেবা লিমিটেডে কাস্টমার সার্ভিস ম্যানেজার হিসেবে কাজ করছেন, যেখানে তিনি ২০ সদস্যের কাস্টমার সার্ভিস টিমের রিক্রুটমেন্ট, ট্রেনিং এবং পারফরম্যান্স ম্যানেজমেন্টের দায়িত্ব পালন করেছেন। পূর্বে কুইক সেবা লিমিটেডের মাধ্যমে ২০ সদস্যের গ্রাহক সার্ভিস টিম নিয়োগ, প্রশিক্ষণ ও পারফরম্যান্স ব্যবস্থাপনা পরিচালনা করেছেন।","মে ২০২০ থেকে কুইক সেবা লিমিটেডে কাস্টমার সার্ভিস ম্যানেজার হিসেবে ২০ সদস্যের টিমের রিক্রুটমেন্ট, ট্রেনিং এবং পারফরম্যান্স ব্যবস্থাপনায় দক্ষতা রয়েছে। এই সময়ে তিনি অভিজ্ঞতা অর্জন করেছেন।","মেই ২০২০ থেকে কুইক সেবা লিমিটেডে কাস্টমার সার্ভিস ম্যানেজার হিসেবে ২০ সদস্যের টিমের নিয়োগ, প্রশিক্ষণ ও পারফরম্যান্স ব্যবস্থাপনা করে সেবা মান উন্নয়ন ও SLA মনিটরিং করেন। পূর্বে আগস্ট ২০১৭ থেকে এপ্রিল ২০২০ পর্যন্ত কেয়ার লাইন সেন্টারে টিম লিডার হিসেবে ছোট দলকে পরিচালনা করে জটিল গ্রাহক সমস্যার সমাধান নিশ্চিত করেছেন।","২০ সদস্যের কাস্টমার সার্ভিস টিমের রিক্রুটমেন্ট, ট্রেনিং এবং performance management করা | কাস্টমার কমপ্লেইন্ট এবং ফিডব্যাক অ্যানালিসিস করে সার্ভিস উন্নয়নের পদক্ষেপ নেয়া"
resume_29.txt,Education,0.5429,0.3529,0.4,0.7545,0.5432,0.3291,0.3704,0.859,0.2069,0.0,0.1379,0.5283,0.1,0.0,0.1,0.3725,প্রার্থী ২০১৫ থেকে ২০১৭ পর্যন্ত জাতীয় বিশ্ববিদ্যালয় থেকে মার্কেটিং-এ বি.বি.এ সম্পন্ন করেছেন। সিজিপিএ ৪.০০ এর মধ্যে ৩.৪০ অর্জন করেছেন।,প্রার্থী ২০১৫ থেকে ২০১৭ পর্যন্ত জাতীয় বিশ্ববিদ্যালয় থেকে মার্কেটিং বিষয়ে এমবিএ সম্পন্ন করে ৪.০ স্কেলে ৩.৪০ জিপিএ অর্জন করেছেন। এছাড়া তিনি ম্যানেজমেন্টে বি.বি.এ (ব্যবস্থাপনায় অভিজ্ঞতা রাখেন) ডিগ্রি অর্জন করতে সক্ষম হয়েছেন।,প্রার্থী ২০১১ থেকে ২০১৫ পর্যন্ত প্রাইম ইউনিভার্সিটি থেকে ম্যানেজমেন্টে বি.বি.এ সম্পন্ন করে ৩.২৫/৪.০০ জিপিএ অর্জন করেছেন। এরপর ২০১৫ থেকে ২০১৭ পর্যন্ত জাতীয় বিশ্ববিদ্যালয় থেকে মার্কেটিংয়ে এমবিএ করে ৩.৪০/৪.০০ জিপিএ অর্জন করেছেন। তার শিক্ষাগত ফলাফল উভয় ডিগ্রিতে ধারাবাহিকভাবে উচ্চমানের।,সিজিপিএ: ৩৪০/৪০০ (২০১৫-২০১৭)
resume_29.txt,Skill,0.3043,0.0909,0.3043,0.6866,0.6667,0.45,0.6667,0.7999,0.3636,0.2581,0.3636,0.6079,0.3448,0.2222,0.3448,0.552,"প্রার্থী টিম লিডারশিপ ও ম্যানেজমেন্টে দক্ষ, পাশাপাশি কাস্টমার রিলেশনশিপ ম্যানেজমেন্ট (CRM) এবং পারফরম্যান্স মেট্রিক্স বিশ্লেষণে পারদর্শী। তিনি কনফ্লিক্ট সমাধান বিশ্লেষণের মাধ্যমে জটিল সমস্যার সমাধান করতে সক্ষম।",প্রার্থী টিম লিডারশিপ ও ম্যানেজমেন্টে দক্ষ এবং কাস্টমার রিলেশনশিপ পরিচালনা করতে পারদর্শী। তিনি performance মান বিশ্লেষণ ও সংঘাত সমাধানের ক্ষেত্রে অভিজ্ঞতা রাখেন।,প্রার্থী টিম নেতৃত্ব ও ব্যবস্থাপনায় দক্ষ এবং গ্রাহক সম্পর্ক পরিচালনায় পারদর্শী। তিনি কর্মদক্ষতার সূচক বিশ্লেষণ ও সংঘাত সমাধানের ক্ষেত্রে অভিজ্ঞতা রাখেন।,"টিম লিডারশিপ ও ম্যানেজমেন্ট, কাস্টমার রিলেশনশিপ ম্যানেজমেন্ট (CRM), performance metrics অ্যানালিসিস, conflict resolution"
resume_3.txt,Objective,0.72,0.5,0.6,0.9529,0.7347,0.5106,0.6122,0.9703,0.6522,0.5,0.6522,0.3461,0.6667,0.5116,0.6667,0.4114,প্রার্থী জুনিয়র সফ্টওয়্যার ডেভেলপার হিসেবে ক্যারিয়ার শুরু করতে ইচ্ছুক। প্রোগ্রামিং জ্ঞান ও সমস্যা সমাধানের দক্ষতা ব্যবহার করে শিখতে ও বৃদ্ধি করতে চাই।,জুনিয়র সফ্টওয়্যার ডেভেলপার হিসেবে ক্যারিয়ার শুরু করতে ইচ্ছুক। প্রোগ্রামিং জ্ঞান ও সমস্যা সমাধানের দক্ষতা ব্যবহার করে শিখতে ও বৃদ্ধি করতে চাই।,জুনিয়র সফ্টওয়্যার ডেভেলপার হিসেবে ক্যারিয়ার শুরু করে প্রোগ্রামিং জ্ঞান ও সমস্যা সমাধানের দক্ষতা ব্যবহার করতে চাই। শিখতে এবং পেশাগতভাবে উন্নতি করতে পারি এমন পরিবেশে কাজ করার লক্ষ্য রাখি।,"একজন জুনিয়র সফ্টওয়্যার ডেভেলপার হিসেবে ক্যারিয়ার শুরু করা, যেখানে আমি আমার প্রোগ্রামিং জ্ঞান এবং সমস্যা সমাধানের দক্ষতা কাজে লাগিয়ে শিখতে ও বৃদ্ধি করতে পারি"
resume_3.txt,Experience,0.6207,0.4286,0.3793,0.8399,0.7097,0.4333,0.4839,0.6799,0.6667,0.5882,0.6667,0.8355,0.55,0.4737,0.55,0.5648,ডাটা সেন্টার লিমিটেডে সফ্টওয়্যার ডেভেলপমেন্ট ইন্টার্ন হিসেবে জুন ২০২১ থেকে আগস্ট ২০২১ পর্যন্ত কোম্পানির ইন্টার্নাল ম্যানেজমেন্ট সিস্টেমের UI কম্পোনেন্ট React.js ব্যবহার করে ডেভেলপ করা হয়েছে।,আইটি সেন্টার লিমিটেডে সফ্টওয়্যার ডেভেলপমেন্ট ইন্টার্ন হিসেবে জুন ২০২১ থেকে আগস্ট ২০২১ পর্যন্ত কাজ করছেন। তিনি একটি কোম্পানির ইন্টার্নাল ম্যানেজমেন্ট সিস্টেমের UI কম্পোনেন্ট ব্যবহার করে তথ্য প্রদান করেছেন।,ইন্টার্নশিপের সময় জুন থেকে আগস্ট ২০২১ পর্যন্ত আইটি সেন্টার লিমিটেডে সফ্টওয়্যার ডেভেলপমেন্ট ইন্টার্ন হিসেবে কাজ করেছেন। তিনি React.js ব্যবহার করে কোম্পানির ইন্টার্নাল ম্যানেজমেন্ট সিস্টেমের ইউজার ইন্টারফেস কম্পোনেন্ট তৈরি করেছেন। এই প্রকল্পে UI ডেভেলপমেন্টের মূল দায়িত্ব পালন করেছেন।,সফ্টওয়্যার ডেভেলপমেন্ট ইন্টার্ন | একটি কোম্পানির ইন্টার্নাল ম্যানেজমেন্ট সিস্টেমের UI কম্পোনেন্ট Reactjs ব্যবহার করে ডেভেলপ করা
resume_3.txt,Education,0.931,0.8214,0.7931,0.9823,0.8929,0.8519,0.8929,0.9065,0.1714,0.0606,0.1714,0.7156,0.1818,0.0645,0.1818,0.5226,প্রার্থী ২০১৮ থেকে ২০২২ পর্যন্ত শাহজালাল বিজ্ঞান ও প্রযুক্তি বিশ্ববিদ্যালয় থেকে কম্পিউটার সায়েন্স ও ইঞ্জিনিয়ারিং-এ বি.এসসি. সম্পন্ন করেছেন। সিজিপিএ ৪.০০ এর মধ্যে ৩.৫০ অর্জন করেছেন।,শাহজালাল বিজ্ঞান ও প্রযুক্তি বিশ্ববিদ্যালয় থেকে ২০১৮ থেকে ২০২২ পর্যন্ত কম্পিউটার সায়েন্স ও ইঞ্জিনিয়ারিং-এ বি.এসসি. সম্পন্ন করেছেন। সিজিপিএ ৪.০০ এর মধ্যে ৩.৫০ অর্জিত।,শাহজালাল বিজ্ঞান ও প্রযুক্তি বিশ্ববিদ্যালয় থেকে ২০১৮ থেকে ২০২২ পর্যন্ত কম্পিউটার সায়েন্স ও ইঞ্জিনিয়ারিং-এ বি.এসসি. সম্পন্ন করেছেন। মোট জিপিএ ৪.০০ এর মধ্যে ৩.৫০ অর্জন করেছেন।,বিএসসি ইন কম্পিউটার সায়েন্স অ্যান্ড ইঞ্জিনিয়ারিং
resume_3.txt,Skill,0.4906,0.2745,0.3774,0.8408,0.5079,0.3279,0.4444,0.8096,0.3333,0.1176,0.3333,0.8002,0.2174,0.0909,0.1739,0.5754,"ডাটা প্রোগ্রামিং ভাষায় পাইথন, জাভা, সি এবং জাভাস্ক্রিপ্ট ব্যবহার করে ওয়েব টেকনোলজিতে দক্ষতা রয়েছে, পাশাপাশি HTML, CSS, React.js, Node.jss এবং MySQL ডাটাবেজে কাজ করতে পারদর্শী। এছাড়া Git, VS Code ও Android Studio ডেটাবেস পরিচালনার অভিজ্ঞতা রয়েছে।","প্রার্থী পাইথন, জাভা, সি এবং জাভাস্ক্রিপ্টসহ বিভিন্ন প্রোগ্রামিং ভাষায় দক্ষতা রাখেন, পাশাপাশি HTML,CSS, JavaScript, Vue.js ও node.js ব্যবহার করে ওয়েব ডেটাবেজ পরিচালনা করতে পারদর্শী। তিনি AWS ও Firebase ডাটাবেজে অভিজ্ঞতা অর্জন করে ব্যাকএন্ড ডেভেলপমেন্ট ও ভিজ্যুয়াল ডিপ্লয়মেন্টে দক্ষতার সঙ্গে কাজ করতে সক্ষম, Git, VS","প্রার্থী পাইথন, জাভা, সি এবং জাভাস্ক্রিপ্টসহ বহুমুখী প্রোগ্রামিং ভাষায় দক্ষ। তিনি HTML, CSS, React.js ও Node.js ব্যবহার করে ওয়েব ডেভেলপমেন্ট এবং MySQL ও Firebase ডাটাবেজ পরিচালনায় পারদর্শী। এছাড়া Git, VS Code এবং Android Studio টুলসের ব্যবহারেও তিনি অভিজ্ঞ।","প্রোগ্রামিং ভাষা: পাইথন, জাভা, সি, জাভাস্ক্রিপ্ট, ওয়েব টেকনোলজি: HTML, CSS, Reactjs, Nodejs, ডাটাবেজ: MySQL, Firebase, টুলস: Git, VS Code, Android Studio"
resume_30.txt,Objective,0.619,0.35,0.5714,0.8303,0.6667,0.5,0.6667,0.8961,0.5789,0.3889,0.5789,0.2699,0.6316,0.3889,0.6316,0.378,প্রার্থী মেডিকেল ইকুইপমেন্টে এমবেডেড সফটওয়্যার ও ডেটা অ্যাকুইজিশন সিস্টেম তৈরি করতে ইচ্ছুক। স্বাস্থ্যসেবা প্রযুক্তি উন্নয়নে গুরুত্বপূর্ণ ভূমিকা পালন করতে চান।,মেডিকেল ইকুইপমেন্টে এমবেডেড সফটওয়্যার ও ডেটা বিশ্লেষণ সিস্টেম তৈরি করতে ইচ্ছুক। এই মাধ্যমে স্বাস্থ্যসেবা প্রযুক্তির উন্নয়নে গুরুত্বপূর্ণ অবদান রাখতে চান।,মেডিকেল ইকুইপমেন্টে এমবেডেড সফটওয়্যার ও ডেটা সংগ্রহ ব্যবস্থা তৈরি করতে ইচ্ছুক। এই প্রযুক্তি উন্নয়নের মাধ্যমে স্বাস্থ্যসেবা ক্ষেত্রের মানোন্নয়নে সক্রিয় ভূমিকা রাখতে চান।,মেডিকেল ইকুইপমেন্টের জন্য এমবেডেড সফটওয়্যার ও ডেটা অ্যাকুইজিশন সিস্টেম ডেভেলপমেন্টের মাধ্যমে স্বাস্থ্যসেবা প্রযুক্তির উন্নয়নে গুরুত্বপূর্ণ ভূমিকা রাখতে আগ্রহী
resume_30.txt,Experience,0.3966,0.2632,0.2931,0.7795,0.3968,0.2097,0.2698,0.6738,0.3333,0.2857,0.3333,0.8926,0.4878,0.275,0.2683,0.7281,"প্রার্থী সফটওয়্যার ইঞ্জিনিয়ার (এমবেডেড সিস্টেম) হিসেবে মেডিকেয়ার হসপিটাল এন্ড ডায়াগনস্টিক সেন্টারে সফটওয়্যার ইঞ্জিনিয়ার হিসেবে মাইক্রোকন্ট্রোলার (STM32, Arduino) ভিত্তিক এমবেডেড সফটওয়্যার তৈরি করেছেন। ভেন্টিলেটর ও ইসিজি মেশিনের সেন্সর ডেটা প্রসেসিং ও কন্ট্রোলে দক্ষ।","মেডিকেয়ার হসপিটাল এন্ড ডায়াগনস্টিক সেন্টারে সফটওয়্যার ইঞ্জিনিয়ার হিসেবে তিনি সি এবং সি++ প্রোগ্রামিং ভাষায় মাইক্রোকন্ট্রোলার (STM32, Raspberry) ব্যবহার করে ডেটা প্রক্রিয়াকরণ ও কন্ট্রোল করেছেন। তিনি নভেম্বর ২০২০ থেকে এই লক্ষ্য অর্জনের জন্য STM32‐এ উচ্চমানের ডিপ্লয়মেন্ট তৈরি করে ভেন্টিলেটর ও ইসিজি মেশিনের সেন্সর","মেডিকেয়ার হসপিটাল এন্ড ডায়াগনস্টিক সেন্টারে সফটওয়্যার ইঞ্জিনিয়ার (এমবেডেড সিস্টেম) হিসেবে সি/সি++ দিয়ে STM32 ও Arduino ভিত্তিক ফার্মওয়্যার ডেভেলপ করে ভেন্টিলেটর ও ইসিজি মেশিনের সেন্সর ডেটা রিয়েল‑টাইমে প্রক্রিয়াকরণ ও নিয়ন্ত্রণ করা হয়েছে; পাইথন ও ম্যাটল্যাব ব্যবহার করে ফিজিওলজিক্যাল সিগন্যালের অ্যালগরিদম তৈরি এবং ব্লুটুথ, ওয়াই‑ফাই, Modbus, MQTT প্রোটোকল দিয়ে ডেটা ট্রান্সমিশন নিশ্চিত করা হয়েছে। পূর্বে বায়ো‑টেক ইকুইপমেন্টস লিমিটেডে জুনিয়র সফটওয়্যার ডেভেলপার হিসেবে পাইথন ও প্যান্ডাস দিয়ে মেডিকেল ডেটা প্রসেসিং টুল তৈরি, লিগ্যাসি ফার্মওয়্যার আপডেট ও বাগ ফিক্স, এবং গিটের মাধ্যমে কোড ভার্সন কন্ট্রোল ও টিম সহযোগিতা পরিচালনা করেছেন।","সি এবং সি++ প্রোগ্রামিং ভাষায় মাইক্রোকন্ট্রোলার (STM32, Arduino) ভিত্তিক এমবেডেড সফটওয়্যার ডেভেলপ করেছি যা ভেন্টিলেটর ও ইসিজি মেশিনের সেন্সর ডেটা প্রসেসিং ও কন্ট্রোল করে | ব্লুটুথ ও ওয়াই-ফাই মডিউল ব্যবহার করে মেডিকেল ডিভাইস থেকে সেন্ট্রাল মনিটরিং সিস্টেমে ডেটা ট্রান্সমিশনের জন্য কমিউনিকেশন প্রোটোকল (Modbus, MQTT) ইমপ্লিমেন্ট করেছি"
resume_30.txt,Education,0.9787,0.8889,0.8511,0.9737,0.9333,0.9302,0.9333,0.9402,0.1429,0.0769,0.1429,0.5214,0.1538,0.0833,0.1538,0.4185,প্রার্থী ২০১৫ থেকে ২০১৯ পর্যন্ত খুলনা বিশ্ববিদ্যালয় থেকে বায়োমেডিকাল ইঞ্জিনিয়ারিং-এ বি.এসসি. সম্পন্ন করেছেন। সিজিপিএ ৪.০০ এর মধ্যে ৩.৪৮ অর্জন করেছেন।,খুলনা বিশ্ববিদ্যালয় থেকে ২০১৫ থেকে ২০১৯ পর্যন্ত বায়োমেডিকাল ইঞ্জিনিয়ারিং-এ বি.এসসি. সম্পন্ন করেছেন। সিজিপিএ ৪.০০ এর মধ্যে ৩.৪৮ অর্জিত।,খুলনা বিশ্ববিদ্যালয় থেকে ২০১৫ থেকে ২০১৯ পর্যন্ত বায়োমেডিকাল ইঞ্জিনিয়ারিং-এ বি.এসসি. সম্পন্ন করেছেন। সিজিপিএ ৪.০০ এর মধ্যে ৩.৪৮ অর্জন করেছেন।,বিএসসি ইন বায়োমেডিকাল ইঞ্জিনিয়ারিং
resume_30.txt,Skill,0.4651,0.1905,0.3256,0.834,0.5682,0.3256,0.4773,0.8666,0.3373,0.1481,0.2892,0.8742,0.3529,0.1205,0.2824,0.7263,"প্রার্থী সি, সি++ ও এমবেডেড সিস্টেম প্রোগ্রামিংয়ে দক্ষ এবং STM32, Arduino ও ESP32 মাইক্রোকন্ট্রোলার ব্যবহার করে সিগন্যাল প্রসেসিং, ম্যাটল্যাব ও পাইথন (SciPy, NumPy) দিয়ে সিগন্যাল প্রসেসিং করতে পারদর্শী। এছাড়া UART, I2C, Modbus, MQTT এবং ওয়াই-ফাই প্রোটোকলের মাধ্যমে যোগাযোগ পরিচালনা করতে সক্ষম।","প্রার্থী সি, সি++ এবং আরটিওএস ব্যবহার করে এমবেডেড সিস্টেম প্রোগ্রামিংে দক্ষতা রয়েছে, পাশাপাশি STM32, Raspberry Pi3 ওESP32 মাইক্রোকন্ট্রোলার প্রোগ্রামিংয়ে পারদর্শী। তিনি ম্যাটল্যাব ও পাইথন ( SciPy, Pandas) সহ ফিজিওলজিক্যাল সিগন্যাল প্রসেসিং পরিচালনা করতে সক্ষম, MQTT, ব্লুটুথ ও ওয়াই‐ফাই-এ অভিজ্ঞতা রাখেন","প্রার্থী এমবেডেড সিস্টেমে সি, সি++ এবং আরটিওএস ব্যবহার করে STM32, Arduino ও ESP32 মাইক্রোকন্ট্রোলার প্রোগ্রামিংে পারদর্শী। তিনি ম্যাটল্যাব ও পাইথন (SciPy, NumPy, Pandas) ব্যবহার করে সিগন্যাল প্রসেসিং ও ডেটা বিশ্লেষণ, পাশাপাশি UART, I2C, SPI, Modbus, MQTT, ব্লুটুথ ও ওয়াই‑ফাই প্রোটোকল পরিচালনা করেন। তদুপরি, গিট, জিরা ও অল্টিয়াম ডিজাইনারের মৌলিক জ্ঞানসহ ভেন্টিলেটর, ইসিজি মেশিন এবং অ্যানেস্থেসিয়া ওয়ার্কস্টেশনসহ মেডিকেল ইকুইপমেন্টের কার্যপ্রণালী সম্পর্কে গভীর ধারণা রাখেন।","এমবেডেড সিস্টেম প্রোগ্রামিং: সি, সি++, এমবেডেড সি, আরটিওএস, মাইক্রোকন্ট্রোলার: STM32, Arduino, ESP32, সিগন্যাল প্রসেসিং: ম্যাটল্যাব, পাইথন (SciPy, NumPy), ফিজিওলজিক্যাল সিগন্যাল প্রসেসিং (ইসিজি, ইইজি), কমিউনিকেশন প্রোটোকল: UART, I2C, SPI, Modbus, MQTT, ব্লুটুথ, ওয়াই-ফাই, ডেটা অ্যানালাইসিস: পাইথন (প্যান্ডাস, ম্যাটপ্লটলিব), টুলস ও টেকনোলজি: অল্টিয়াম ডিজাইনার (বেসিক), প্রোটিয়াস, গিট, জিরা, মেডিকেল ইকুইপমেন্ট নলেজ: ভেন্টিলেটর, ইসিজি মেশিন, অ্যানেস্থেসিয়া ওয়ার্কস্টেশন এর কার্যপ্রণালী সম্পর্কে গভীর ধারণা"
resume_31.txt,Objective,0.5818,0.3774,0.3273,0.8293,0.5455,0.3396,0.3273,0.9306,0.5238,0.4,0.5238,0.6741,0.619,0.5,0.619,0.8326,প্রার্থী কন্টেন্ট পারফরম্যান্স ও অডিয়েন্স ইনসাইট বিশ্লেষণের মাধ্যমে ডেটা-চালিত সোশ্যাল মিডিয়া কৌশল তৈরি করতে ইচ্ছুক। এই লক্ষ্য অর্জনের মাধ্যমে সংস্থার সাফল্যে অবদান রাখতে চান।,কন্টেন্ট পারফরম্যান্স ও অডিয়েন্স ইনসাইট বিশ্লেষণের মাধ্যমে ডেটা-চালিত সোশ্যাল মিডিয়া স্ট্র্যাটেজি তৈরি করতে ইচ্ছুক। এই লক্ষ্য অর্জনের জন্য তিনি গুরুত্বপূর্ণ ভূমিকা পালন করতে চান।,ডেটা-চালিত সোশ্যাল মিডিয়া কৌশল গড়ে তুলতে কন্টেন্ট পারফরম্যান্স ও অডিয়েন্স ইনসাইট বিশ্লেষণে দক্ষতা প্রয়োগ করতে ইচ্ছুক। এই বিশ্লেষণমূলক পদ্ধতির মাধ্যমে লক্ষ্যভিত্তিক কন্টেন্ট তৈরি ও পারফরম্যান্স উন্নত করার লক্ষ্য রাখে।,কন্টেন্ট পারফরম্যান্স ও অডিয়েন্স ইনসাইট অ্যানালাইসিসের মাধ্যমে ডেটা-চালিত সোশ্যাল মিডিয়া স্ট্র্যাটেজি তৈরিতে গুরুত্বপূর্ণ ভূমিকা রাখতে আগ্রহী
resume_31.txt,Experience,0.5405,0.2778,0.4595,0.6308,0.4651,0.2381,0.4186,0.6093,0.5098,0.449,0.4706,0.6139,0.4444,0.2951,0.3492,0.4832,প্রার্থী ডিজিটাল ব্রেইন লিমিটেডে সোশ্যাল মিডিয়া ডেটা অ্যানালিস্ট হিসেবে কাজ করছেন। এক্সেল ও গুগল শিটস ব্যবহার করে সোশ্যাল মিডিয়া ক্যাম্পেইনের ডেটা ট্র্যাক ও বিশ্লেষণ করেছেন।,"ডিজিটাল ব্রেইন লিমিটেডে সোশ্যাল মিডিয়া ডেটা অ্যানালিস্ট হিসেবে তিনি এক্সেল ও গুগল শিটস ব্যবহার করে ক্যাম্পেইনের ডেটা ট্র্যাক ও বিশ্লেষণ করেছেন। তিনি আগস্ট ২০২০ থেকে বর্তমান পর্যন্ত এভাবে ক্যাম্পেনের ফলাফল পর্যবেক্ষণ করেছেন, পাশাপাশি এই দক্ষতা প্রয়োগ করছেন।","ডিজিটাল ব্রেইন লিমিটেডে সোশ্যাল মিডিয়া ডেটা অ্যানালিস্ট হিসেবে এক্সেল, গুগল শিটস এবং পাওয়ার বিআই ব্যবহার করে ক্যাম্পেইনের এনগেজমেন্ট, রিচ এবং কন্টেন্ট পারফরম্যান্সের বিশ্লেষণ ও ড্যাশবোর্ড তৈরি করে রিপোর্ট প্রস্তুত করেছেন। ফ্রিল্যান্স কন্টেন্ট ক্রিয়েটর হিসেবে ২০১৯‑২০২০ সালে বিভিন্ন ব্র্যান্ডের সোশ্যাল মিডিয়া কন্টেন্টের পারফরম্যান্স ট্র্যাক করে বিশ্লেষণাত্মক রিপোর্ট প্রদান করেছেন।",এক্সেল ও গুগল শিটস ব্যবহার করে সোশ্যাল মিডিয়া ক্যাম্পেইনের ডেটা ট্র্যাক ও অ্যানালাইসিস করেছি | Facebook Insights ও Instagram Analytics থেকে অডিয়েন্স এনগেজমেন্ট ও রিচের ডেটা সংগ্রহ করে রিপোর্ট তৈরি করেছি
resume_31.txt,Education,0.8627,0.6531,0.6275,0.8541,0.7458,0.5965,0.7458,0.8254,0.2,0.0,0.1333,0.4683,0.1579,0.0,0.1579,0.5663,প্রার্থী ২০১৬ থেকে ২০২০ পর্যন্ত ইডেন মহিলা কলেজ থেকে ইংরেজি সাহিত্য বিষয়ে বি.এ সম্পন্ন করেছেন। সিজিপিএ ৪.০০ এর মধ্যে ৩.৩০ অর্জন করেছেন।,"ইডেন মহিলা কলেজ থেকে ইংরেজি সাহিত্য বিষয়ে বি.এ সম্পন্ন করেছেন, যেখানে সিজিপিএ ৩.৩০/৪.০০ অর্জন করেছেন। এছাড়া, ২০১৬ থেকে ২০২০ পর্যন্ত পড়াশোনার সময় মোট জিপিএ ৪.০০ সর্বোচ্চ অর্জিত হয়েছে।","ইডেন মহিলা কলেজ থেকে ইংরেজি সাহিত্য বিষয়ে বি.এ সম্পন্ন করেছেন। সিজিপিএ ৩.৩০ (৪.০০ স্কেলে) অর্জন করেছেন, যা ২০১৬ থেকে ২০২০ সালের মধ্যে অর্জিত।",সিজিপিএ: ৩৩০/৪০০ (২০১৬-২০২০)
