Filename,Category,Summary
resume_11.txt,Objective,ডেটা‐চালিত সিদ্ধান্ত গ্রহণে সক্রিয়ভাবে অবদান রাখতে স্কেলেবল ডেটা পাইপলাইন ও ইনফ্রাস্ট্রাকচার তৈরি করতে ইচ্ছুক। বৃহৎ ডেটাসেটের প্রক্রিয়াকরণে দক্ষতা অর্জন করে প্রতিষ্ঠানের লক্ষ্য অর্জনে সহায়তা করতে চান।
resume_11.txt,Experience,"ডেটা ইঞ্জিনিয়ার হিসেবে তিনি টেক ফ্লো সমাধানে ২০১৮ থেকে বর্তমান পর্যন্ত পাইথন ও অ্যাপাচি স্পার্ক ব্যবহার করে ইটিএল পাইপলাইন ডিজাইন ও ডেভেলপ করেছেন, যার মাধ্যমে ডেটা প্রসেসিং সময় ৩০% কমিয়েছেন।"
resume_11.txt,Education,ড্যাফোডিল ইন্টারন্যাশনাল ইউনিভার্সিটি থেকে কম্পিউটার সায়েন্স ও ইঞ্জিনিয়ারিং-এ বি.এসসি. সম্পন্ন করেছেন। ২০১২ থেকে ২০১৬ পর্যন্ত শিক্ষাকালীন সিজিপিএ ৩.৩০/৪.০০ স্কেলে।
resume_11.txt,Skill,"পাইথন (প্যান্ডাস, নামপাই), এসকিউএল এবং বাশসহ বিভিন্ন প্রোগ্রামিং ভাষায় দক্ষতা রয়েছে, পাশাপাশি অ্যাপাচি স্পার্ক ও হাডুপের মাধ্যমে বিগ ডেটা টেকনোলজিতে পারদর্শী। PostgreSQL,  HTML5 ও মঙ্গোডিবি ব্যবহার করে ডেটাবেজ পরিচালনা করতে সক্ষম; এছাড়া ইটিএল অর্কেস্ট্রেশনে অভিজ্ঞতা রাখেন।"
resume_12.txt,Objective,হেলথকেয়ার ও ফার্মেসি ম্যানেজমেন্ট সিস্টেম তৈরি করে রোগীর সেবার কার্যকারিতা বৃদ্ধি করতে ইচ্ছুক। ওষুধ ব্যবস্থাপনা প্রক্রিয়ার ডিজিটালাইজেশনে গুরুত্বপূর্ণ অবদান রাখতে চান।
resume_12.txt,Experience,"সফটওয়্যার ইঞ্জিনিয়ার (হেলথটেক) হিসেবে তিনি পাইথন ও জ্যাঙ্গো ব্যবহার করে কেয়ার হাসপাতাল লিমিটেডে ফার্মেসি ম্যানেজমেন্ট সিস্টেম তৈরি করেছেন, পাশাপাশি ইনভেন্টরি ট্র্যাকিং ও অটোমেটেড রি‐অর্ডারিং সক্ষম করেছেন। পূর্বে তিনি জানুয়ারি ২০২০ থেকে বর্তমান পর্যন্ত এই কাজের দায়িত্ব পালন করছেন।"
resume_12.txt,Education,"বি. ফার্ম (অনার্স) ডিগ্রি তিনি ২০১৩ থেকে ২০১৭ পর্যন্ত ঢাকা বিশ্ববিদ্যালয় থেকে সম্পন্ন করেছেন। সিজিপিএ ৩.৪০/৪.০০, যা ২০১৮ থেকে ২০১৭ পর্যন্ত সফটওয়্যার ডেভেলপমেন্টে পেশাদার সার্টিফিকেট অর্জন করে।"
resume_12.txt,Skill,"ব্যাকএন্ড ডেভেলপমেন্টে পাইথন, জ্যাঙ্গো এবং জাভা (বেসিক) ব্যবহার করে দক্ষতা রয়েছে, পাশাপাশি ফ্রন্টএন্ডে জাভাস্ক্রিপ্ট ও রিঅ্যাক্ট জেএসসহ ডেটাবেজ পরিচালনা করতে পারদর্শী। মাইএসকিউএল ও পোস্টগ্রেসকিউএল ডেটা মডেলিং, রেস্টফুল এপিআই ডিজাইনে অভিজ্ঞতা রাখেন।"
resume_13.txt,Objective,শিক্ষার্থীদের জন্য ইন্টারেক্টিভ লার্নিং প্ল্যাটফর্ম ও অ্যাসেসমেন্ট টুল তৈরি করতে ইচ্ছুক। আধুনিক শিক্ষা ব্যবস্থার ডিজিটাল রূপান্তরে গুরুত্বপূর্ণ অবদান রাখতে চান।
resume_13.txt,Experience,"সানশাইন প্রিপারেটরি স্কুলে সফটওয়্যার ইঞ্জিনিয়ার (এডটেক) হিসেবে ২০১৯ থেকে রিঅ্যাক্ট জেএস ও নেক্সট জেএস ব্যবহার করে প্রাথমিক শিক্ষার্থীদের ইন্টারেক্টিভ লার্নিং সিস্টেম তৈরি করছেন। এছাড়া, LMS-তে ডেটা সংরক্ষণ ও পরিচালনা করেন।"
resume_13.txt,Education,"প্রার্থী ২০২২ সালে ইনস্টিটিউট অফ ইনফরমেশন টেকনোলজি (আইআইটি) থেকে সফটওয়্যার ডেভেলপমেন্টে পেশাদার সার্টিফিকেট সম্পন্ন করেছেন। এছাড়া, বি.এড (প্রাথমিক শিক্ষা) ব্যবহার করে উচ্চমানের শিক্ষা অর্জন করতে পারদর্শী।"
resume_13.txt,Skill,"ফ্রন্টএন্ডে জাভাস্ক্রিপ্ট, রিঅ্যাক্ট জেএস এবং নেক্সট জেএস ব্যবহার করে ইন্টারেক্টিভ ইউজার ইন্টারফেস তৈরি করতে পারদর্শী; ব্যাকএন্ডে পাইথন ও জ্যাঙ্গো দিয়ে ডেটা প্রক্রিয়াকরণে দক্ষতা রাখেন। পোস্টগ্রেসকিউএল ও ডায়নামোবিডি থেকে রেস্টফুল এপিআই ডিজাইনে অভিজ্ঞতা রয়েছে, পাশাপাশি রেস্টেফুল এপআই ডিজাইন করতে সক্ষম।"
resume_14.txt,Objective,ব্যাংকিং অপারেশন ও ফাইন্যান্সিয়াল সার্ভিসের জন্য স্কেলেবল ও সুরক্ষিত সফটওয়্যার সমাধান তৈরি করতে ইচ্ছুক। ডিজিটাল ট্রান্সফরমেশন প্রক্রিয়ায় গুরুত্বপূর্ণ অবদান রাখতে চান।
resume_14.txt,Experience,সাউথইস্ট ব্যাংক লিমিটেডে সফটওয়্যার ইঞ্জিনিয়ার (ফাইনটেক) হিসেবে জাভা ও স্প্রিং বুট ব্যবহার করে লোন ম্যানেজমেন্ট সিস্টেম তৈরি করেছেন। পূর্বে জুলাই ২০২০ থেকে বর্তমান পর্যন্ত তিনি এই সিস্টেমে কাজ করছেন।
resume_14.txt,Education,"ব্র্যাক ইউনিভার্সিটি থেকে ২০১৬ থেকে ২০১৮ পর্যন্ত ফাইন্যান্সে এমবিএ সম্পন্ন করেছেন। সিজিপিএ ৩.৪৫/৪.০০ (২০১৬‐২০১৮) অর্জন করেছেন, যেখানে পেশাদার সার্টিফিকেট অর্জিত হয়েছে।"
resume_14.txt,Skill,"ব্যাকএন্ডে জাভা, স্প্রিং বুট এবং পাইথন (বেসিক) ব্যবহার করে ডেভেলপমেন্টে দক্ষতা রয়েছে, পাশাপাশি জাভাস্ক্রিপ্ট ও রিঅ্যাক্ট জেএসের মাধ্যমে ইন্টারেক্টিভ ইউজার ইন্টারফেস তৈরি করতে পারদর্শী। পোস্টগ্রেসকিউএল ও মাইএসকিউএল ডেটাবেজ, রেস্টফুল এপিআই ডিজাইনে অভিজ্ঞতা রাখেন।"
resume_15.txt,Objective,ডেটা বিশ্লেষণের মাধ্যমে হোটেল অপারেশন ও অতিথি সেবার গ্রাহক অভিজ্ঞতা উন্নত করতে ইচ্ছুক। এভাবে ব্যবসায়িক সিদ্ধান্ত গ্রহণে গুরুত্বপূর্ণ অবদান রাখতে চান।
resume_15.txt,Experience,"সেপ্টেম্বর ২০২২ থেকে গ্র্যান্ড সুলতানা হোটেলে ডেটা বিশ্লেষক ইন্টার্ন হিসেবে এক্সেল ও গুগল শিটস ব্যবহার করে অতিথি চেক‐ইন/আউট এবং রিজার্ভেশন ডেটা সংগ্রহ ও বিশ্লেষণ করেছেন। এছাড়া, বর্তমানে তিনি গ্রাহক পরিসংখ্যান ও গবেষণা বিষয়ে দক্ষতা অর্জন করছেন।"
resume_15.txt,Education,সাউথইস্ট ইউনিভার্সিটি থেকে ২০১৮ থেকে ২০২২ পর্যন্ত হোটেল ম্যানেজমেন্টে বি.এসসি. সম্পন্ন করেছেন। সিজিপিএ ৪.০০ এর মধ্যে ৩.৫৫ অর্জন করেছেন (২০১৮‐২০২২)।
resume_15.txt,Skill,"এক্সেল, গুগল শিটস এবং বেসিক এসকিউএল ব্যবহার করে ডেটা বিশ্লেষণে দক্ষতা রয়েছে, পাশাপাশি পাওয়ার বিআই দিয়ে ডেটা ভিজুয়ালাইজেশন করতে পারদর্শী। প্রপার্টি ম্যানেজমেন্ট সিস্টেম (PMS) ও হোটেল অপারেশন ও কাস্টমার সার্ভিস এক্সিলেন্সের মাধ্যমে সংস্থার সাফল্যে অবদান রাখতে সক্ষম।"
resume_16.txt,Objective,ইনোভেটিভ টিমে ফ্লাটার ডেভেলপার হিসেবে কাজ করতে ইচ্ছুক। ক্রস‐প্ল্যাটফর্ম মোবাইল অ্যাপ্লিকেশন তৈরি করে ব্যবহারকারীর অভিজ্ঞতা উন্নত করতে চাই।
resume_16.txt,Experience,"মার্চ ২০২১ থেকে অ্যাপ ইনোভেশনস লিমিটেডে জুনিয়র সফটওয়্যার ডেভেলপার হিসেবে ডার্ট ও ফ্লাটার ব্যবহার করে Android ও iOS অ্যাপ্লিকেশন তৈরি করছেন। এছাড়া, রেসপনসিভ API ইন্টিগ্রেশন এবং গ্রাহক সমাধানের কার্যকারিতা উন্নত করেন।"
resume_16.txt,Education,ড্যাফোডিল ইন্টারন্যাশনাল ইউনিভার্সিটি থেকে ২০১৬ থেকে ২০২০ পর্যন্ত সফটওয়্যার ইঞ্জিনিয়ারিং-এ বি.এসসি. সম্পন্ন করেছেন। সিজিপিএ ৪.০০ এর মধ্যে ৩.৫২ অর্জিত।
resume_16.txt,Skill,"প্রার্থী Dart ও Java ব্যবহার করে প্রোগ্রামিং ভাষায় দক্ষ এবং Flutter ও Firebase ফ্রেমওয়ার্কে দক্ষতা রাখেন। তিনি Git, Android Studio ও VS Code সহ বিভিন্ন টুলস পরিচালনা করতে পারদর্শী, পাশাপাশি API ইন্টিগ্রেশন (রেসপনসিভ ডিপ্লয়মেন্টে অভিজ্ঞতা রয়েছে) সম্পন্ন করেছেন।"
resume_17.txt,Objective,ল্যাবরেটরি টেস্ট ও গবেষণা সংক্রান্ত ডেটা বিশ্লেষণের মাধ্যমে জনস্বাস্থ্যের উন্নতি করতে ইচ্ছুক। কোয়ালিটি কন্ট্রোল প্রক্রিয়ার উন্নয়নে সক্রিয় ভূমিকা পালন করতে চান।
resume_17.txt,Experience,"প্রিমিয়ার ডায়াগনস্টিক সেন্টারে ডেটা বিশ্লেষক হিসেবে এক্সেল ও এসপিএসএস ব্যবহার করে রক্ত, মূত্র এবং অন্যান্য নমুনার মাইক্রোবায়োলজিক্যাল টেস্টের ডেটা সংগ্রহ ও বিশ্লেষণ করেছেন। পূর্বে তিনি আগস্ট ২০১৯ থেকে বর্তমান পর্যন্ত এই ক্ষেত্রে অভিজ্ঞতা অর্জন করছেন।"
resume_17.txt,Education,প্রার্থী ২০১৬ থেকে ২০১৭ পর্যন্ত ঢাকা বিশ্ববিদ্যালয় থেকে মাইক্রোবায়োলজিতে এম.এসসি. সম্পন্ন করে ৩.৭০/৪.০০ জিপিএ অর্জন করেছেন। এছাড়া তিনি ২০১৬‐২০১৭ সালে বি.এস সি. ডিগ্রি অর্জনে অভিজ্ঞতা রাখেন।
resume_17.txt,Skill,"ডেটা বিশ্লেষণে এক্সেল, এসপিএসএসএস এবং বেসিক এসকিউএল ব্যবহার করে দক্ষতা রয়েছে, পাশাপাশি পাওয়ার বিআই দিয়ে ডেটা ভিজুয়ালাইজেশন করতে পারদর্শী। মাইক্রোবায়োলজিক্যাল অ্যাসেস ডেটা ম্যানেজমেন্ট, ল্যাবরেটরি টেকনিক ও গুড‐ভিত্তিক প্র্যাকটিস সম্পন্ন করেছেন।"
resume_18.txt,Objective,লগ ডেটা বিশ্লেষণ ও থ্রেট ইন্টেলিজেন্সের মাধ্যমে সাইবার নিরাপত্তা ব্যবস্থা শক্তিশালী করতে ইচ্ছুক। এই ক্ষেত্রে গুরুত্বপূর্ণ অবদান রাখতে তিনি লক্ষ্য রাখছেন।
resume_18.txt,Experience,ডেটা বিশ্লেষক হিসেবে তিনি সাইবার ডিফেন্ডারস লিমিটেডে এক্সেল ও এসকিউএল ব্যবহার করে SIEM টুলস থেকে নেটওয়ার্ক সিকিউরিটি লগ সংগ্রহ ও বিশ্লেষণ করেছেন। পূর্বে তিনি জুন ২০২০ থেকে বর্তমান পর্যন্ত সাইবার কন্টেইনারাইজেশন কাজে অভিজ্ঞতা অর্জন করছেন। এছাড়া তিনি সিবিটি-তে সফটওয়্যার টেস্টিং ও রিপোর্ট তৈরি করে সেবা পরিচালনা ও প্রক্রিয়াকরণে দক্ষ
resume_18.txt,Education,নর্থ সাউথ ইউনিভার্সিটি থেকে ২০১৬ থেকে ২০২০ পর্যন্ত কম্পিউটার সায়েন্স ও ইঞ্জিনিয়ারিং-এ বি.এসসি. সম্পন্ন করেছেন। সিজিপিএ ৪.০০ এর মধ্যে ৩.৬০ অর্জিত।
resume_18.txt,Skill,প্রার্থী এক্সেল ও বেসিক এসকিউএল ব্যবহার করে ডেটা বিশ্লেষণে দক্ষ এবং পাওয়ার বিআই দিয়ে ডেটা ভিজুয়ালাইজেশন করতে পারদর্শী। তিনি সিকিউরিটি লগ অ্যানালাইসিসের মাধ্যমে থ্রেট হান্টিং ও ভানারেবিলিটি ম্যানেজমেন্টে অভিজ্ঞতা রাখেন।
resume_19.txt,Objective,ফ্যাশন ডিজাইন ও ট্রেন্ড অ্যানালিসিসের জন্য ডিজিটাল টুল এবং অটোমেশন সমাধান তৈরি করতে ইচ্ছুক। এই মাধ্যমে ব্যবসায়িক লক্ষ্য অর্জনে সক্রিয়ভাবে অবদান রাখতে চান।
resume_19.txt,Experience,"ফ্যাশন টেক-এ সফটওয়্যার ইঞ্জিনিয়ার হিসেবে তিনি ২০১৯ থেকে বর্তমান পর্যন্ত পাইথন ও জ্যাঙ্গো ব্যবহার করে ডিজাইন, ফ্যাব্রিক ও প্রোডাকশন অ্যাসেট ম্যানেজমেন্ট সিস্টেম এবং ডেটা সংরক্ষণ পরিচালনা করছেন। এছাড়া, ট্রেন্ডসেটারস টেকনোলজিসে এই লক্ষ্য অর্জনের জন্য তিনি প্রস্তুত করেছেন।"
resume_19.txt,Education,"শান্তা-মারিয়াম ইউনিভার্সিটি অফ ক্রিয়েটিভ টেকনোলজি থেকে ২০১৩‐২০১৭ সালে বিএফএ (ফ্যাশন ডিজাইন) সম্পন্ন করেছেন। সিজিপিএ ৩.৪৮/৪.০০ অর্জন করেছেন, যেখানে পেশাদার সার্টিফিকেট ইন সফটওয়্যার ডেভেলপমেন্টে পারদর্শী।"
resume_19.txt,Skill,"ফ্রন্টএন্ডে জাভাস্ক্রিপ্ট, রিঅ্যাক্ট জেএস এবং ব্যাকএন্ডে পাইথন ও জ্যাঙ্গো ব্যবহার করে ইন্টারেক্টিভ ইউজার ইন্টারফেস তৈরি করতে পারদর্শী। পোস্টগ্রেসকিউএল ডেটাবেজে ডিজাইন সফ্টওয়্যারে দক্ষতা রয়েছে, পাশাপাশি Adobe Illustrator, Photoshop এবেকে Figma সহ বিভিন্ন প্রোগ্রামিং মডেল তৈরির লক্ষ্য রাখেন।"
resume_2.txt,Objective,বৃহৎ ডেটাসেট প্রক্রিয়াকরণ ও স্কেলেবল ডেটা পাইপলাইনের মাধ্যমে প্রতিষ্ঠানের সিদ্ধান্ত গ্রহণ প্রক্রিয়ায় সহায়তা করতে ইচ্ছুক। এই ক্ষেত্রে দক্ষতা ব্যবহার করে ব্যবসার কার্যকারিতা বৃদ্ধি করতে চান।
resume_2.txt,Experience,"মার্চ ২০১৯ থেকে টেকসোল লিমিটেডে ডেটা ইঞ্জিনিয়ার হিসেবে ইটিএল পাইপলাইন ডিজাইন ও বাস্তবায়ন করে ডেটা প্রসেসিং সময় ৫০% কমাতে সক্ষম হয়েছেন। এছাড়া, এই মাধ্যমে ডেটা উন্নয়ন সময় ৪.০০ এর মধ্যে অন্তত ৫০ % কমাতে চান।"
resume_2.txt,Education,"বাংলাদেশ প্রকৌশল বিশ্ববিদ্যালয় থেকে ২০১৭ থেকে ২০১৯ পর্যন্ত কম্পিউটার সায়েন্সে এম.এসসি সম্পন্ন করেছেন। সিজিপিএ ৩.৮০/৪.০০ (২০১৭‐২০১৯) অর্জন করেছেন, যা মোট জিপিএ ৪.০০ সর্বোচ্চ।"
resume_2.txt,Skill,"পাইথন, সাইথন এবং এসকিউএল ব্যবহার করে প্রোগ্রামিং দক্ষতা রয়েছে, পাশাপাশি অ্যাপাচি স্পার্ক, হাডুপ ও কাফকা দিয়ে বিগ ডেটা টুলস পরিচালনা করতে পারদর্শী। PostgreSQL, MongoDB ও Cassandra ডেটাবেজে ডেটা ভিজুয়ালাইজেশন, পাওয়ার বিআই, টেবলু দিয়ে ডেটা বিশ্লেষণে অভিজ্ঞতা রাখেন।"
resume_20.txt,Objective,লজিস্টিকস ও ইনভেন্টরি ডেটা বিশ্লেষণের মাধ্যমে অপারেশনাল দক্ষতা বৃদ্ধি করতে ইচ্ছুক। ডেটা সংগ্রহ ও সিদ্ধান্ত গ্রহণ প্রক্রিয়ার উন্নয়নে গুরুত্বপূর্ণ অবদান রাখতে চান।
resume_20.txt,Experience,"মে ২০২০ থেকে স্পিডি ডেলিভারি সার্ভিসেসে ডেটা বিশ্লেষক হিসেবে এক্সেল ও এসকিউএল ব্যবহার করে ডোমেস্টিক ও ইন্টারন্যাশনাল শিপমেন্টের ডেটা সংগ্রহ ও বিশ্লেষণ করেছেন। এছাড়া, বর্তমান পর্যন্ত তিনি স্পিডের মাধ্যমে ডেটা পরিচালনা করতে সক্ষম হয়েছেন।"
resume_20.txt,Education,বি.বি.এ (সাপ্লাই চেইন ম্যানেজমেন্ট) সম্পন্ন করেছেন বাংলাদেশ ইউনিভার্সিটি অফ প্রফেশনালস থেকে ২০১৫ থেকে ২০১৯ পর্যন্ত। সিজিপিএ ৩.৩০/৪.০০ অর্জন করেছেন।
resume_20.txt,Skill,"প্রার্থী এক্সেল ও এসকিউএল ব্যবহার করে ডেটা বিশ্লেষণে দক্ষ এবং পাওয়ার বিআই দিয়ে ডেটা ভিজুয়ালাইজেশন করতে পারদর্শী। তিনি SAP MM মডিউল সহ ইআরপি সফ্টওয়্যার, সাপ্লাই চেইন ম্যানেজমেন্ট ও ইনভেন্টরি কন্ট্রোল পরিচালনায় অভিজ্ঞতা রাখেন।"
resume_21.txt,Objective,মানসিক স্বাস্থ্য সংক্রান্ত ডেটা বিশ্লেষণ ও থেরাপি ফলাফল মূল্যায়নের মাধ্যমে চিকিৎসা কার্যকারিতা বৃদ্ধি করতে ইচ্ছুক। রোগীর সেবার মান উন্নয়নে গুরুত্বপূর্ণ অবদান রাখতে চান।
resume_21.txt,Experience,"ডেটা বিশ্লেষক হিসেবে তিনি মাইন্ড কেয়ার সেন্টারে এক্সেল ও এসকিউএল ব্যবহার করে রোগীর সাইকোলজিক্যাল অ্যাসেসমেন্ট, থেরাপি সেশন এবং WAIS ও Rorschach ডাটাবেস পরিচালনা করছেন। পূর্বে তিনি জুলাই ২০২০ থেকে বর্তমান পর্যন্ত মাইন্ডে কাজ করার অভিজ্ঞতা অর্জন করেছেন।"
resume_21.txt,Education,"ঢাকা বিশ্ববিদ্যালয় থেকে ২০১৮ থেকে ২০২০ পর্যন্ত ক্লিনিক্যাল সাইকোলজিতে এম.ফিল সম্পন্ন করে ৩.৭৫/৪.০০ জিপিএ অর্জন করেছেন। এছাড়া, ডেটা অ্যানালিটিক্সে পেশাদার সার্টিফিকেট অর্জিত হয়েছে।"
resume_21.txt,Skill,"ডেটা বিশ্লেষণে এক্সেল ও বেসিক এসকিউএল ব্যবহার করে দক্ষতা রয়েছে, পাশাপাশি পাওয়ার বিআই দিয়ে ডেটা ভিজুয়ালাইজেশন করতে পারদর্শী। ক্লিনিক্যাল ডেটা ম্যানেজমেন্ট, সাইকোলজিক্যাল অ্যাসেসমেন্ট এবং রিসার্চ মেথডোলজিও পরিচালনা করতে সক্ষম।"
resume_22.txt,Objective,"এগ্রো-প্রসেসিং কোম্পানি বা গবেষণা প্রতিষ্ঠানে ইঞ্জিনিয়ার হিসেবে কাজ করে কৃষি যন্ত্রপাতি, সেচ ব্যবস্থা ও ফলন উন্নয়নে প্রযুক্তিগত সমাধান প্রদান করতে ইচ্ছুক। ফলন উৎপাদনশীলতা বাড়াতে সক্রিয়ভাবে অবদান রাখতে চান।"
resume_22.txt,Experience,গ্রিন এগ্রো টেক লিমিটেডে প্রজেক্ট ইঞ্জিনিয়ার হিসেবে ২০১৯ থেকে বর্তমান পর্যন্ত তিনি ড্রিপ ইরিগেশন সিস্টেমের ডিজাইন ও ইন্সটলেশন সুপারভাইজ পরিচালনা করছেন। পূর্বে তিনি সেপ্টেম্বরের মধ্যে এই কাজের অভিজ্ঞতা অর্জন করেছেন।
resume_22.txt,Education,বাংলাদেশ কৃষি বিশ্ববিদ্যালয় থেকে ২০১৫ থেকে ২০১৯ পর্যন্ত এগ্রিকালচারাল ইঞ্জিনিয়ারিং-এ বি.এসসি. সম্পন্ন করেছেন। সিজিপিএ ৪.০০ এর মধ্যে ৩.৪০ অর্জিত।
resume_22.txt,Skill,"ইরিগেশন সিস্টেম ডিজাইন করে এগ্রিকালচারাল মেশিনারি সম্পন্ন করেছেন, যেখানে তিনি পাইথন ও MATLAB ব্যবহার করে ডেটা বিশ্লেষণ করতে পারদর্শী। এছাড়া তিনি প্রজেক্ট ম্যানেজমেন্টে অভিজ্ঞতা রাখেন।"
resume_23.txt,Objective,বিপণন ও বিক্রয় ডেটা বিশ্লেষণ করে কার্যকর অন্তর্দৃষ্টি বের করে প্রতিষ্ঠানের সিদ্ধান্ত গ্রহণ প্রক্রিয়া ও ব্যবসায়িক প্রবৃদ্ধিতে সক্রিয় ভূমিকা পালন করতে ইচ্ছুক। এই লক্ষ্য অর্জনে গুরুত্বপূর্ণ অবদান রাখতে চান।
resume_23.txt,Experience,"মার্কেট মাইন্ড লিমিটেডে ডেটা বিশ্লেষক হিসেবে এপ্রিল ২০২০ থেকে বর্তমান পর্যন্ত এসকিউএল ও এক্সেল ব্যবহার করে বিক্রয় ও বিপণন ক্যাম্পেইনের ডেটা সংগ্রহ ও বিশ্লেষণ করেছেন। এছাড়া, তিনি সিবিটি ও ভিডিও সহ বিভিন্ন প্রোগ্রামিংয়ে দক্ষতা রাখেন।"
resume_23.txt,Education,"প্রার্থী ২০১৪ থেকে ২০১৮ পর্যন্ত ইনডিপেন্ডেন্ট ইউনিভার্সিটি, বাংলাদেশ থেকে মার্কেটিং বিষয়ে বি.বি.এ সম্পন্ন করেছেন। সিজিপিএ ৪.০০ স্কেলে ৩.২৫ অর্জন করেছেন এবং ২০১৪‐২০১৮ সালে শিক্ষাকালীন ফলাফল উভয় ডিগ্রিতে ধারাবাহিকভাবে উচ্চমানের জ্ঞান রাখেন।"
